,Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
4315,FAIL04316,Tablet,Dell,Model-984,36.0,Speaker Malfunction,Yes,1970.49,3.2,Not satisfied
4316,FAIL04317,Gaming Console,Apple,Model-669,49.0,Screen Crack,Yes,193.71,2.2,Not satisfied
4317,FAIL04318,Gaming Console,Lenovo,Model-821,26.0,Screen Crack,No,1410.28,1.4,Very bad service
4318,FAIL04319,Gaming Console,Samsung,Model-560,34.0,Screen Crack,Yes,4370.23,3.7,Very bad service
4319,FAIL04320,Gaming Console,Sony,Model-612,36.0,Battery Issue,Yes,1951.67,3.8,Had to replace
4320,FAIL04321,Gaming Console,Samsung,Model-901,57.0,Screen Crack,No,2857.94,1.3,Very bad service
4321,FAIL04322,Smartphone,HP,Model-548,17.0,Software Crash,No,2445.87,3.9,Fixed quickly
4322,FAIL04323,Smartwatch,HP,Model-572,25.0,Battery Issue,Yes,4870.91,4.3,Fixed quickly
4323,FAIL04324,Tablet,Sony,Model-665,30.0,Screen Crack,No,2556.98,4.3,Very bad service
4324,FAIL04325,Smartwatch,Samsung,Model-108,59.0,Overheating,No,3564.64,4.9,Very bad service
4325,FAIL04326,Smartphone,Apple,Model-287,28.0,Overheating,No,3022.31,3.4,Very bad service
4326,FAIL04327,Tablet,OnePlus,Model-376,15.0,Overheating,Yes,3135.62,4.9,Not satisfied
4327,FAIL04328,Smartphone,Sony,Model-694,4.0,Software Crash,No,4051.62,3.2,Perfect repair
4328,FAIL04329,Tablet,Dell,Model-706,27.0,Overheating,No,917.53,3.7,Perfect repair
4329,FAIL04330,Laptop,Dell,Model-260,33.0,Software Crash,Yes,4236.12,3.8,Very bad service
4330,FAIL04331,Smartphone,OnePlus,Model-255,20.0,Battery Issue,Yes,606.4,4.0,Very bad service
4331,FAIL04332,Smartphone,Sony,Model-533,21.0,Software Crash,Yes,3357.01,4.1,Not satisfied
4332,FAIL04333,Laptop,Dell,Model-217,40.0,Speaker Malfunction,No,1115.15,3.3,Fixed quickly
4333,FAIL04334,Gaming Console,Lenovo,Model-120,41.0,Speaker Malfunction,No,3246.47,4.1,Fixed quickly
4334,FAIL04335,Laptop,HP,Model-538,10.0,Battery Issue,No,665.33,2.0,Not satisfied
4335,FAIL04336,Laptop,Apple,Model-393,44.0,Speaker Malfunction,No,3576.97,3.1,Had to replace
4336,FAIL04337,Smartwatch,Apple,Model-230,32.0,Screen Crack,Yes,1677.25,1.7,Fixed quickly
4337,FAIL04338,Smartwatch,Apple,Model-860,39.0,Overheating,No,3359.21,2.7,Fixed quickly
4338,FAIL04339,Gaming Console,Samsung,Model-847,37.0,Software Crash,Yes,2782.35,2.6,Fixed quickly
4339,FAIL04340,Smartwatch,Sony,Model-824,26.0,Screen Crack,No,1200.85,1.1,Fixed quickly
4340,FAIL04341,Gaming Console,Dell,Model-494,22.0,Overheating,No,2705.17,2.1,Fixed quickly
4341,FAIL04342,Laptop,Samsung,Model-970,40.0,Speaker Malfunction,Yes,879.23,3.8,Fixed quickly
4342,FAIL04343,Smartwatch,Dell,Model-865,59.0,Battery Issue,Yes,4962.29,2.8,Not satisfied
4343,FAIL04344,Gaming Console,Sony,Model-721,50.0,Software Crash,Yes,3022.12,4.7,Perfect repair
4344,FAIL04345,Gaming Console,Dell,Model-664,13.0,Overheating,No,2602.2,2.6,Had to replace
4345,FAIL04346,Smartwatch,OnePlus,Model-830,32.0,Screen Crack,Yes,4600.9,2.8,Not satisfied
4346,FAIL04347,Tablet,Samsung,Model-902,9.0,Speaker Malfunction,No,1571.13,4.1,Not satisfied
4348,FAIL04349,Gaming Console,Samsung,Model-602,42.0,Battery Issue,Yes,3218.98,4.7,Not satisfied
4349,FAIL04350,Tablet,Apple,Model-107,39.0,Screen Crack,No,4546.87,3.0,Not satisfied
4351,FAIL04352,Laptop,Samsung,Model-890,34.0,Battery Issue,Yes,206.82,3.8,Fixed quickly
4352,FAIL04353,Smartphone,HP,Model-200,10.0,Battery Issue,No,4326.8,2.2,Had to replace
4353,FAIL04354,Smartwatch,Lenovo,Model-102,24.0,Software Crash,Yes,1557.13,5.0,Very bad service
4354,FAIL04355,Smartwatch,Samsung,Model-857,30.0,Speaker Malfunction,No,2556.98,5.0,Fixed quickly
4355,FAIL04356,Smartphone,Dell,Model-493,45.0,Battery Issue,No,4909.56,4.7,Very bad service
4356,FAIL04357,Tablet,Sony,Model-924,26.0,Overheating,Yes,3291.5,1.4,Perfect repair
4357,FAIL04358,Smartphone,Lenovo,Model-860,34.0,Battery Issue,Yes,1475.26,2.2,Fixed quickly
4358,FAIL04359,Tablet,Samsung,Model-863,37.0,Screen Crack,No,1206.64,4.6,Had to replace
4360,FAIL04361,Tablet,OnePlus,Model-762,29.0,Software Crash,Yes,363.46,1.3,Not satisfied
4361,FAIL04362,Laptop,Lenovo,Model-990,22.0,Battery Issue,Yes,3285.83,3.9,Very bad service
4362,FAIL04363,Smartphone,Samsung,Model-849,25.0,Speaker Malfunction,Yes,1615.27,2.2,Not satisfied
4363,FAIL04364,Laptop,Dell,Model-654,11.0,Speaker Malfunction,No,113.15,2.6,Very bad service
4364,FAIL04365,Laptop,Dell,Model-294,30.0,Battery Issue,Yes,2556.98,2.6,Very bad service
4365,FAIL04366,Smartphone,Dell,Model-137,55.0,Overheating,Yes,2951.48,3.7,Had to replace
4366,FAIL04367,Tablet,Dell,Model-276,20.0,Speaker Malfunction,No,2691.02,3.9,Not satisfied
4367,FAIL04368,Laptop,Samsung,Model-871,24.0,Screen Crack,Yes,1318.49,2.3,Not satisfied
4368,FAIL04369,Laptop,HP,Model-155,47.0,Overheating,Yes,4581.78,4.6,Not satisfied
4369,FAIL04370,Tablet,Lenovo,Model-366,31.0,Screen Crack,Yes,257.21,1.9,Perfect repair
4370,FAIL04371,Laptop,Dell,Model-238,25.0,Overheating,No,642.12,4.0,Fixed quickly
4371,FAIL04372,Smartwatch,OnePlus,Model-286,5.0,Speaker Malfunction,Yes,2003.72,3.9,Fixed quickly
4372,FAIL04373,Smartphone,Dell,Model-531,31.0,Speaker Malfunction,No,2005.08,3.1,Fixed quickly
4373,FAIL04374,Tablet,Samsung,Model-502,30.0,Screen Crack,No,2556.98,3.1,Very bad service
4374,FAIL04375,Smartwatch,Sony,Model-871,57.0,Battery Issue,No,4917.8,2.9,Perfect repair
4375,FAIL04376,Smartwatch,Lenovo,Model-323,30.0,Overheating,No,2556.98,2.9,Had to replace
4376,FAIL04377,Tablet,OnePlus,Model-130,56.0,Software Crash,Yes,3888.7,1.3,Had to replace
4377,FAIL04378,Gaming Console,Apple,Model-208,53.0,Speaker Malfunction,No,1590.94,2.6,Very bad service
4378,FAIL04379,Laptop,Apple,Model-903,17.0,Battery Issue,Yes,1771.45,1.9,Very bad service
4379,FAIL04380,Laptop,OnePlus,Model-662,2.0,Overheating,Yes,4470.16,4.4,Very bad service
4380,FAIL04381,Gaming Console,Apple,Model-565,56.0,Software Crash,No,136.48,2.7,Not satisfied
4381,FAIL04382,Gaming Console,Sony,Model-864,2.0,Software Crash,No,861.93,3.1,Very bad service
4382,FAIL04383,Gaming Console,OnePlus,Model-149,27.0,Speaker Malfunction,Yes,1467.52,3.7,Had to replace
4383,FAIL04384,Laptop,Samsung,Model-922,22.0,Overheating,No,4993.27,2.6,Not satisfied
4384,FAIL04385,Smartphone,Sony,Model-324,17.0,Battery Issue,Yes,322.15,2.4,Not satisfied
4385,FAIL04386,Laptop,Dell,Model-230,30.0,Battery Issue,No,2556.98,2.4,Perfect repair
4386,FAIL04387,Smartphone,Samsung,Model-809,57.0,Speaker Malfunction,No,4066.84,4.1,Very bad service
4387,FAIL04388,Laptop,Samsung,Model-109,33.0,Screen Crack,Yes,610.56,4.9,Very bad service
4388,FAIL04389,Smartphone,Apple,Model-462,58.0,Software Crash,Yes,706.81,2.3,Fixed quickly
4389,FAIL04390,Smartphone,Dell,Model-694,5.0,Screen Crack,Yes,1475.35,3.7,Fixed quickly
4390,FAIL04391,Smartwatch,Lenovo,Model-356,13.0,Screen Crack,No,2979.54,4.5,Fixed quickly
4391,FAIL04392,Laptop,Lenovo,Model-710,17.0,Screen Crack,Yes,1304.42,4.9,Fixed quickly
4392,FAIL04393,Smartphone,HP,Model-688,43.0,Software Crash,No,2576.04,3.3,Very bad service
4393,FAIL04394,Smartwatch,Samsung,Model-791,20.0,Battery Issue,Yes,1024.31,1.7,Not satisfied
4394,FAIL04395,Laptop,Samsung,Model-516,20.0,Overheating,No,3782.27,3.2,Perfect repair
4395,FAIL04396,Smartphone,OnePlus,Model-567,28.0,Overheating,No,2082.66,3.6,Not satisfied
4396,FAIL04397,Smartwatch,OnePlus,Model-684,58.0,Battery Issue,No,1120.77,2.9,Fixed quickly
4397,FAIL04398,Gaming Console,Samsung,Model-813,12.0,Screen Crack,No,4006.83,2.2,Not satisfied
4398,FAIL04399,Smartphone,HP,Model-453,20.0,Screen Crack,No,1277.19,2.3,Very bad service
4399,FAIL04400,Smartwatch,Lenovo,Model-438,7.0,Screen Crack,Yes,2645.4,4.2,Very bad service
4400,FAIL04401,Smartphone,Apple,Model-600,30.0,Screen Crack,No,2556.98,4.2,Perfect repair
4401,FAIL04402,Laptop,Dell,Model-242,30.0,Speaker Malfunction,Yes,2556.98,4.2,Perfect repair
4402,FAIL04403,Smartwatch,HP,Model-841,5.0,Speaker Malfunction,No,948.35,2.8,Not satisfied
4403,FAIL04404,Laptop,OnePlus,Model-584,29.0,Overheating,No,1352.83,2.3,Fixed quickly
4404,FAIL04405,Smartwatch,Samsung,Model-635,25.0,Battery Issue,No,4931.12,1.6,Very bad service
4405,FAIL04406,Smartphone,Apple,Model-968,11.0,Battery Issue,No,1913.54,2.2,Not satisfied
4406,FAIL04407,Laptop,Dell,Model-929,41.0,Speaker Malfunction,No,830.35,1.1,Had to replace
4407,FAIL04408,Tablet,Sony,Model-440,11.0,Screen Crack,No,4939.52,2.3,Perfect repair
4409,FAIL04410,Tablet,OnePlus,Model-450,38.0,Battery Issue,Yes,3734.79,1.1,Perfect repair
4410,FAIL04411,Tablet,Apple,Model-418,30.0,Overheating,No,2556.98,1.1,Had to replace
4411,FAIL04412,Smartwatch,Dell,Model-633,18.0,Battery Issue,No,1826.9,4.6,Perfect repair
4412,FAIL04413,Laptop,Samsung,Model-510,57.0,Speaker Malfunction,Yes,3261.05,2.1,Fixed quickly
4413,FAIL04414,Smartwatch,Dell,Model-474,58.0,Battery Issue,Yes,359.73,3.2,Not satisfied
4414,FAIL04415,Laptop,Samsung,Model-856,15.0,Screen Crack,No,2028.17,2.0,Not satisfied
4415,FAIL04416,Tablet,Apple,Model-246,17.0,Screen Crack,Yes,4489.08,3.6,Fixed quickly
4416,FAIL04417,Gaming Console,Sony,Model-878,24.0,Screen Crack,Yes,4026.59,1.6,Fixed quickly
4417,FAIL04418,Smartphone,Apple,Model-112,44.0,Software Crash,Yes,1297.76,2.8,Fixed quickly
4418,FAIL04419,Tablet,Samsung,Model-938,19.0,Speaker Malfunction,Yes,190.84,1.9,Had to replace
4419,FAIL04420,Tablet,HP,Model-830,37.0,Screen Crack,No,3131.83,3.2,Had to replace
4421,FAIL04422,Smartwatch,Lenovo,Model-508,39.0,Screen Crack,Yes,4091.47,3.3,Not satisfied
4422,FAIL04423,Smartwatch,Sony,Model-466,4.0,Speaker Malfunction,Yes,2384.59,3.9,Had to replace
4423,FAIL04424,Laptop,HP,Model-826,1.0,Battery Issue,Yes,2047.01,2.8,Had to replace
4424,FAIL04425,Smartphone,HP,Model-930,30.0,Speaker Malfunction,Yes,1311.02,4.8,Had to replace
4425,FAIL04426,Laptop,Samsung,Model-346,17.0,Speaker Malfunction,No,2791.31,1.9,Had to replace
4426,FAIL04427,Tablet,Dell,Model-249,43.0,Software Crash,Yes,4118.09,1.4,Fixed quickly
4427,FAIL04428,Smartwatch,Sony,Model-633,36.0,Screen Crack,Yes,2411.3,1.3,Very bad service
4428,FAIL04429,Tablet,OnePlus,Model-358,50.0,Battery Issue,Yes,575.96,2.3,Fixed quickly
4429,FAIL04430,Tablet,Samsung,Model-814,30.0,Overheating,No,2830.16,1.6,Had to replace
4430,FAIL04431,Smartwatch,Lenovo,Model-536,43.0,Software Crash,No,1701.42,1.0,Not satisfied
4431,FAIL04432,Tablet,Sony,Model-891,50.0,Screen Crack,Yes,2630.5,1.9,Very bad service
4432,FAIL04433,Tablet,Dell,Model-316,18.0,Software Crash,No,521.45,1.9,Very bad service
4433,FAIL04434,Smartphone,Samsung,Model-592,36.0,Overheating,No,464.49,1.5,Perfect repair
4434,FAIL04435,Laptop,Apple,Model-181,1.0,Battery Issue,Yes,3702.39,2.5,Had to replace
4435,FAIL04436,Smartphone,OnePlus,Model-405,5.0,Software Crash,Yes,2494.23,4.8,Had to replace
4436,FAIL04437,Gaming Console,Apple,Model-918,56.0,Speaker Malfunction,No,2096.51,4.7,Fixed quickly
4438,FAIL04439,Laptop,Dell,Model-778,29.0,Screen Crack,No,1044.48,4.3,Not satisfied
4439,FAIL04440,Smartphone,Lenovo,Model-429,17.0,Battery Issue,No,4538.29,1.9,Not satisfied
4440,FAIL04441,Gaming Console,Lenovo,Model-197,21.0,Battery Issue,Yes,4180.74,3.1,Had to replace
4441,FAIL04442,Tablet,Samsung,Model-866,2.0,Screen Crack,Yes,2697.71,2.9,Very bad service
4442,FAIL04443,Tablet,Dell,Model-957,36.0,Overheating,Yes,2313.9,4.9,Perfect repair
4443,FAIL04444,Smartphone,Dell,Model-455,20.0,Software Crash,Yes,710.44,3.4,Not satisfied
4444,FAIL04445,Gaming Console,Apple,Model-571,19.0,Screen Crack,No,1917.11,3.5,Fixed quickly
4445,FAIL04446,Laptop,Samsung,Model-759,54.0,Battery Issue,No,2752.18,4.7,Fixed quickly
4446,FAIL04447,Gaming Console,OnePlus,Model-850,18.0,Screen Crack,Yes,1829.69,1.6,Had to replace
4447,FAIL04448,Smartphone,HP,Model-324,43.0,Speaker Malfunction,Yes,4597.47,3.0,Had to replace
4448,FAIL04449,Smartwatch,Samsung,Model-762,13.0,Speaker Malfunction,Yes,320.47,1.5,Fixed quickly
4449,FAIL04450,Smartwatch,OnePlus,Model-764,47.0,Screen Crack,No,1578.65,1.4,Very bad service
4450,FAIL04451,Gaming Console,OnePlus,Model-848,11.0,Software Crash,No,4658.25,3.8,Fixed quickly
4451,FAIL04452,Smartphone,OnePlus,Model-107,33.0,Speaker Malfunction,No,500.4,3.4,Perfect repair
4452,FAIL04453,Gaming Console,Apple,Model-793,30.0,Overheating,No,2556.98,3.4,Had to replace
4453,FAIL04454,Smartphone,HP,Model-873,28.0,Overheating,No,3764.97,3.1,Had to replace
4454,FAIL04455,Laptop,Lenovo,Model-579,55.0,Battery Issue,Yes,1757.06,4.8,Not satisfied
4455,FAIL04456,Smartwatch,OnePlus,Model-156,43.0,Battery Issue,No,4064.91,1.6,Perfect repair
4456,FAIL04457,Tablet,OnePlus,Model-939,42.0,Screen Crack,Yes,830.4,1.7,Had to replace
4457,FAIL04458,Smartwatch,HP,Model-772,44.0,Speaker Malfunction,No,4933.46,3.7,Not satisfied
4458,FAIL04459,Tablet,Sony,Model-677,21.0,Overheating,No,3252.04,1.9,Fixed quickly
4459,FAIL04460,Smartphone,Samsung,Model-283,30.0,Speaker Malfunction,Yes,1539.87,4.0,Not satisfied
4460,FAIL04461,Tablet,OnePlus,Model-294,53.0,Screen Crack,Yes,444.19,4.7,Very bad service
4461,FAIL04462,Laptop,Lenovo,Model-613,47.0,Speaker Malfunction,Yes,2830.21,1.0,Very bad service
4462,FAIL04463,Smartphone,Sony,Model-173,30.0,Software Crash,Yes,2556.98,1.0,Not satisfied
4463,FAIL04464,Smartwatch,Apple,Model-296,57.0,Speaker Malfunction,No,2266.37,3.3,Not satisfied
4464,FAIL04465,Smartwatch,Lenovo,Model-516,23.0,Battery Issue,Yes,4696.71,3.1,Had to replace
4465,FAIL04466,Gaming Console,Samsung,Model-402,25.0,Screen Crack,No,1679.02,3.2,Had to replace
4466,FAIL04467,Tablet,Samsung,Model-413,32.0,Overheating,Yes,2939.77,3.8,Perfect repair
4467,FAIL04468,Smartphone,Samsung,Model-679,37.0,Software Crash,Yes,435.06,4.2,Perfect repair
4468,FAIL04469,Tablet,OnePlus,Model-219,41.0,Overheating,Yes,2340.83,2.1,Perfect repair
4469,FAIL04470,Laptop,Sony,Model-118,31.0,Battery Issue,No,3946.92,4.0,Had to replace
4470,FAIL04471,Laptop,Dell,Model-813,13.0,Software Crash,Yes,3762.44,1.3,Had to replace
4471,FAIL04472,Gaming Console,OnePlus,Model-742,6.0,Battery Issue,Yes,2441.52,3.8,Had to replace
4472,FAIL04473,Smartphone,Dell,Model-747,1.0,Battery Issue,No,4299.35,4.3,Had to replace
4473,FAIL04474,Smartphone,Dell,Model-565,8.0,Speaker Malfunction,Yes,4754.35,4.7,Perfect repair
4474,FAIL04475,Tablet,Sony,Model-997,56.0,Software Crash,Yes,2227.1,3.6,Had to replace
4475,FAIL04476,Gaming Console,Sony,Model-608,23.0,Software Crash,Yes,1816.77,2.3,Not satisfied
4476,FAIL04477,Smartwatch,HP,Model-202,47.0,Overheating,Yes,3204.27,3.6,Very bad service
4477,FAIL04478,Smartphone,OnePlus,Model-557,5.0,Battery Issue,Yes,4990.3,1.7,Fixed quickly
4478,FAIL04479,Smartphone,Dell,Model-567,29.0,Screen Crack,No,295.35,3.8,Perfect repair
4479,FAIL04480,Smartphone,Sony,Model-599,22.0,Software Crash,No,1895.76,4.5,Very bad service
4480,FAIL04481,Gaming Console,HP,Model-961,5.0,Screen Crack,Yes,2503.83,4.8,Not satisfied
4481,FAIL04482,Laptop,Apple,Model-874,17.0,Software Crash,Yes,4903.04,1.7,Not satisfied
4482,FAIL04483,Smartwatch,Apple,Model-828,18.0,Overheating,Yes,4146.27,3.5,Not satisfied
4483,FAIL04484,Laptop,Sony,Model-881,45.0,Screen Crack,No,1556.26,4.9,Perfect repair
4484,FAIL04485,Tablet,HP,Model-941,54.0,Software Crash,Yes,3936.02,3.5,Fixed quickly
4485,FAIL04486,Smartphone,HP,Model-241,39.0,Battery Issue,No,1120.91,4.8,Very bad service
4486,FAIL04487,Tablet,OnePlus,Model-260,1.0,Overheating,Yes,2991.74,2.8,Very bad service
4488,FAIL04489,Smartphone,OnePlus,Model-219,31.0,Screen Crack,No,2179.46,1.3,Perfect repair
4489,FAIL04490,Gaming Console,Samsung,Model-886,24.0,Overheating,No,3855.87,1.8,Perfect repair
4490,FAIL04491,Tablet,OnePlus,Model-585,54.0,Battery Issue,Yes,1504.93,1.5,Fixed quickly
4491,FAIL04492,Gaming Console,Apple,Model-120,16.0,Speaker Malfunction,No,3670.79,1.2,Not satisfied
4492,FAIL04493,Laptop,OnePlus,Model-409,5.0,Screen Crack,Yes,1704.27,2.8,Very bad service
4493,FAIL04494,Smartwatch,Apple,Model-982,48.0,Battery Issue,No,453.16,4.4,Perfect repair
4494,FAIL04495,Smartwatch,Samsung,Model-927,30.0,Speaker Malfunction,No,2556.98,4.4,Very bad service
4495,FAIL04496,Smartwatch,Apple,Model-770,26.0,Software Crash,Yes,2159.41,1.9,Perfect repair
4496,FAIL04497,Smartwatch,Apple,Model-998,35.0,Speaker Malfunction,No,3723.79,4.0,Perfect repair
4497,FAIL04498,Gaming Console,Apple,Model-600,53.0,Speaker Malfunction,Yes,3010.84,2.1,Very bad service
4498,FAIL04499,Laptop,Apple,Model-167,53.0,Speaker Malfunction,Yes,3403.0,3.4,Very bad service
4499,FAIL04500,Gaming Console,Dell,Model-771,57.0,Screen Crack,No,2737.17,1.6,Very bad service
4500,FAIL04501,Tablet,Sony,Model-402,43.0,Overheating,Yes,2785.74,2.6,Had to replace
4501,FAIL04502,Smartphone,Samsung,Model-560,41.0,Speaker Malfunction,Yes,4349.86,3.2,Had to replace
4502,FAIL04503,Tablet,OnePlus,Model-301,24.0,Screen Crack,No,2874.92,5.0,Had to replace
4503,FAIL04504,Gaming Console,Apple,Model-884,44.0,Software Crash,Yes,4063.66,4.4,Very bad service
4504,FAIL04505,Tablet,Lenovo,Model-694,15.0,Screen Crack,Yes,2290.25,1.1,Very bad service
4505,FAIL04506,Tablet,OnePlus,Model-919,23.0,Overheating,Yes,4867.44,3.5,Not satisfied
4506,FAIL04507,Tablet,Dell,Model-162,11.0,Speaker Malfunction,Yes,404.49,3.6,Not satisfied
4507,FAIL04508,Laptop,Sony,Model-516,30.0,Speaker Malfunction,Yes,1956.42,3.2,Not satisfied
4508,FAIL04509,Laptop,Samsung,Model-233,45.0,Battery Issue,Yes,974.66,1.1,Very bad service
4509,FAIL04510,Smartphone,OnePlus,Model-334,30.0,Battery Issue,No,1555.67,2.1,Not satisfied
4510,FAIL04511,Smartwatch,Apple,Model-281,55.0,Screen Crack,Yes,696.66,1.8,Perfect repair
4511,FAIL04512,Gaming Console,Apple,Model-535,6.0,Speaker Malfunction,No,2545.66,1.1,Had to replace
4512,FAIL04513,Gaming Console,Lenovo,Model-139,46.0,Software Crash,No,165.35,4.5,Fixed quickly
4513,FAIL04514,Laptop,Apple,Model-532,5.0,Software Crash,Yes,2964.22,3.4,Perfect repair
4514,FAIL04515,Laptop,Lenovo,Model-471,51.0,Screen Crack,Yes,4700.82,2.0,Perfect repair
4515,FAIL04516,Smartphone,OnePlus,Model-222,48.0,Speaker Malfunction,No,893.67,4.5,Perfect repair
4516,FAIL04517,Gaming Console,HP,Model-604,45.0,Overheating,No,3323.85,4.4,Perfect repair
4517,FAIL04518,Gaming Console,Dell,Model-851,30.0,Battery Issue,No,2556.98,4.4,Fixed quickly
4518,FAIL04519,Smartphone,Sony,Model-758,30.0,Overheating,No,812.82,1.9,Fixed quickly
4519,FAIL04520,Smartphone,Samsung,Model-609,4.0,Software Crash,No,4204.5,1.7,Had to replace
4520,FAIL04521,Tablet,OnePlus,Model-647,6.0,Overheating,No,2416.81,1.8,Perfect repair
4521,FAIL04522,Smartphone,Lenovo,Model-740,39.0,Battery Issue,Yes,426.97,3.9,Very bad service
4522,FAIL04523,Tablet,OnePlus,Model-398,30.0,Screen Crack,No,2556.98,3.9,Had to replace
4523,FAIL04524,Gaming Console,Samsung,Model-176,51.0,Battery Issue,Yes,4895.83,4.3,Perfect repair
4524,FAIL04525,Tablet,Dell,Model-764,39.0,Overheating,Yes,4042.36,4.9,Very bad service
4525,FAIL04526,Smartwatch,Lenovo,Model-431,42.0,Speaker Malfunction,No,2825.82,1.2,Had to replace
4526,FAIL04527,Laptop,Dell,Model-318,55.0,Software Crash,No,4759.19,3.1,Had to replace
4527,FAIL04528,Tablet,Apple,Model-189,56.0,Speaker Malfunction,Yes,4030.83,1.1,Very bad service
4528,FAIL04529,Smartwatch,Samsung,Model-427,25.0,Overheating,No,2293.08,2.3,Perfect repair
4529,FAIL04530,Smartphone,Apple,Model-763,57.0,Battery Issue,Yes,2404.04,4.7,Very bad service
4530,FAIL04531,Smartphone,Dell,Model-375,59.0,Speaker Malfunction,No,4642.99,2.5,Very bad service
4531,FAIL04532,Smartphone,Lenovo,Model-914,17.0,Screen Crack,Yes,321.63,3.8,Very bad service
4532,FAIL04533,Smartphone,Dell,Model-993,33.0,Overheating,Yes,1709.03,3.1,Very bad service
4533,FAIL04534,Smartwatch,Dell,Model-567,38.0,Software Crash,No,2250.32,3.3,Very bad service
4534,FAIL04535,Laptop,Sony,Model-932,12.0,Overheating,Yes,1088.21,5.0,Not satisfied
4535,FAIL04536,Tablet,Sony,Model-187,17.0,Overheating,Yes,970.06,4.3,Fixed quickly
4536,FAIL04537,Laptop,Apple,Model-333,25.0,Screen Crack,Yes,2557.35,4.7,Perfect repair
4537,FAIL04538,Tablet,Dell,Model-540,49.0,Battery Issue,Yes,2972.32,3.7,Fixed quickly
4538,FAIL04539,Laptop,Apple,Model-379,30.0,Overheating,Yes,2556.98,3.7,Not satisfied
4539,FAIL04540,Smartwatch,Apple,Model-349,17.0,Speaker Malfunction,Yes,2093.93,2.5,Had to replace
4541,FAIL04542,Smartphone,Lenovo,Model-300,31.0,Speaker Malfunction,No,3731.05,2.2,Not satisfied
4542,FAIL04543,Gaming Console,Sony,Model-195,14.0,Speaker Malfunction,Yes,952.68,1.7,Not satisfied
4543,FAIL04544,Smartwatch,HP,Model-717,30.0,Battery Issue,No,2556.98,1.7,Very bad service
4544,FAIL04545,Smartwatch,Sony,Model-287,36.0,Battery Issue,No,418.12,3.2,Fixed quickly
4545,FAIL04546,Smartphone,Apple,Model-358,22.0,Speaker Malfunction,No,3700.8,3.8,Very bad service
4546,FAIL04547,Gaming Console,Sony,Model-713,56.0,Software Crash,Yes,177.04,3.0,Perfect repair
4547,FAIL04548,Smartwatch,Dell,Model-964,57.0,Battery Issue,Yes,4879.7,4.6,Fixed quickly
4548,FAIL04549,Smartwatch,Dell,Model-816,5.0,Overheating,No,3559.54,4.0,Perfect repair
4549,FAIL04550,Laptop,Samsung,Model-585,40.0,Battery Issue,No,3025.26,1.7,Had to replace
4550,FAIL04551,Tablet,HP,Model-108,6.0,Software Crash,Yes,256.53,4.8,Fixed quickly
4551,FAIL04552,Tablet,Sony,Model-100,40.0,Battery Issue,No,256.2,3.6,Fixed quickly
4552,FAIL04553,Laptop,HP,Model-624,5.0,Battery Issue,No,2337.0,1.7,Not satisfied
4553,FAIL04554,Tablet,Samsung,Model-840,24.0,Overheating,No,1979.0,2.8,Perfect repair
4554,FAIL04555,Smartphone,Dell,Model-120,22.0,Screen Crack,Yes,1518.26,2.8,Fixed quickly
4555,FAIL04556,Gaming Console,Apple,Model-430,14.0,Screen Crack,Yes,733.44,3.5,Not satisfied
4556,FAIL04557,Smartwatch,Sony,Model-432,25.0,Software Crash,Yes,1435.41,4.8,Very bad service
4557,FAIL04558,Tablet,OnePlus,Model-858,20.0,Screen Crack,Yes,3210.81,2.6,Fixed quickly
4558,FAIL04559,Smartwatch,Lenovo,Model-773,1.0,Software Crash,Yes,2052.06,3.3,Not satisfied
4559,FAIL04560,Laptop,Dell,Model-804,49.0,Battery Issue,No,1629.43,2.6,Very bad service
4560,FAIL04561,Laptop,Samsung,Model-408,35.0,Battery Issue,No,4631.25,4.6,Had to replace
4561,FAIL04562,Tablet,Apple,Model-168,37.0,Overheating,No,1726.89,4.8,Not satisfied
4562,FAIL04563,Laptop,Dell,Model-715,58.0,Software Crash,Yes,4562.57,4.0,Perfect repair
4563,FAIL04564,Tablet,Dell,Model-630,30.0,Battery Issue,No,2556.98,4.0,Very bad service
4564,FAIL04565,Smartphone,Dell,Model-568,28.0,Screen Crack,No,4149.23,3.5,Very bad service
4565,FAIL04566,Tablet,Sony,Model-835,29.0,Software Crash,No,2606.99,2.0,Not satisfied
